County,Office,Candidate,Party,District,Votes
,School Board Member,Darlene Hebble Juengel,Non Partisan,"NA SCHOOL BOARD DIST 1, NA SCHOOL BOARD DIST 2",2560
,School Board Member,Darren L Burch,Non Partisan,Bloomfield School Corp,2197
,School Board Member,Darren Lee Simmons,Non Partisan,WHITLEY COUNTY,1935
,School Board Member,Darrin Haynes,Non Partisan,TIPTON COMMUNITY,1475
,School Board Member,Darrin Jacobs,Non Partisan,SOUTH HENRY SCHOOL,598
,School Board Member,Darrin L Bechtel,Non Partisan,N. MONTGOMERY SCHOOL CORP,4345
,School Board Member,Daryl L Cutter,Non Partisan,SOUTH DEARBORN COMM.,6634
,School Board Member,Daryl Thomas,Non Partisan,SOUTHWESTERN SCHOOLS,950
,School Board Member,Daryl W Hutson,Non Partisan,S. MONTGOMERY SCHOOL CORP,2525
,School Board Member,Daryn Sturch,Non Partisan,NORTH MIAMI,1733
,School Board Member,David A Noonan,Non Partisan,MACONAQUAH,1744
,School Board Member,David A Pine,Non Partisan,EAST NOBLE,3784
,School Board Member,David Bess,Non Partisan,Clay Community,1114
,School Board Member,David F Deaton,Non Partisan,Scott County Schools 1,1382
,School Board Member,David H Floyd,Non Partisan,NORTH MIAMI,1873
,School Board Member,David J. Purpura,Non Partisan,West Lafayette School Corporation,3150
,School Board Member,DAVID KOSTBADE,Non Partisan,Hobart,5008
,School Board Member,David L Dawson,Non Partisan,NOBLESVILLE,10455
,School Board Member,David L Storie,Non Partisan,MADISON,4155
,School Board Member,David L. Theile,Non Partisan,Bartholomew Consolidated,11110
,School Board Member,David M Emry,Non Partisan,Howard,11574
,School Board Member,David M Smith,Non Partisan,Metropolitan School District of Shakamak,1319
,School Board Member,David Padgett,Non Partisan,PAOLI SCHOOL CORPORATION,1796
,School Board Member,David R Henderson,Non Partisan,Decatur County,1995
,School Board Member,David R Kauffman,Non Partisan,WA-NEE COMMUNITY SCHOOL,4344
,School Board Member,David R Larsh,Non Partisan,"PRECINCT 22, PRECINCT 23, PRECINCT 27, PRECINCT 28, PRECINCT 32, PRECINCT 33, PRECINCT 39",1893
,School Board Member,David Rosenbarger,Non Partisan,FRONTIER,1534
,School Board Member,DAVID S BACON ,Non Partisan,Lake Ridge,849
,School Board Member,David Sturgis,Non Partisan,WESTERN WAYNE SCHOOLS,1631
,School Board Member,DAVID VANGORDER,Non Partisan,Huntington,452
,School Board Member,David W. Whybrew,Non Partisan,MADISON-GRANT UNITED SCHOOL CORPORATION,2640
,School Board Member,DAVID WARNE,Non Partisan,Crown Point,12468
,School Board Member,David Winters,Non Partisan,DANVILLE COMM SCHOOLS,2307
,School Board Member,DAWN AMOR,Non Partisan,Union-North United School Corp,2117
,School Board Member,Deana L. Stickels,Non Partisan,SPENCER/OWEN,3976
,School Board Member,Deandra (Dee) Thompson,Non Partisan,IPS,45365
,School Board Member,Debbie White,Non Partisan,FRANKLIN COUNTY SCHOOL DISTRICT,606
,School Board Member,Deborah Lea (Debbie) Gill,Non Partisan,FRANKLIN COMM SCHOOL CORP,6373
,School Board Member,Debra S Beeler,Non Partisan,Mitchell Community Schools,1953
,School Board Member,Deirdre M George Davis,Non Partisan,Washington Township Schools,24560
,School Board Member,DELENA THOMAS,Non Partisan,Merrillville,10003
,School Board Member,Deneen Stewart,Non Partisan,SOUTH HARRISON,6414
,School Board Member,DENNIS A HEARNE,Non Partisan,SHELBYVILLE CENTRAL SCHOOLS,3785
,School Board Member,Dennis B Bentzler,Non Partisan,Taylor,3422
,School Board Member,Dennis D. Wilson II,Non Partisan,Beech Grove Schools,1825
,School Board Member,Dennis Gutwein,Non Partisan,WEST CENTRAL,1500
,School Board Member,Dennis J. Herd,Non Partisan,Pioneer SC,1866
,School Board Member,Dennis Richardson,Non Partisan,TRI-CENTRAL SCHOOL CORPORATION,1918
,School Board Member,Derek Morgan,Non Partisan,SPENCER/OWEN,4621
,School Board Member,Deron J Price,Non Partisan,3,1230
,School Board Member,Derrick M Sherck,Non Partisan,Lakeland,3554
,School Board Member,Diana L Sayre,Non Partisan,ALEXANDRIA COMMUNITY SCHOOL CORP,1692
,School Board Member,Diane L Jarvis-Gonczy,Non Partisan,NORTH NEWTON,448
,School Board Member,Dillon Craig Rothrock,Non Partisan,ROSSVILLE,699
,School Board Member,Dina Ferchmin,Non Partisan,CARMEL-CLAY,18129
,School Board Member,Don Lehman,Non Partisan,WA-NEE COMMUNITY SCHOOL,5372
,School Board Member,DON RANSFORD,Non Partisan,Northeast Schools,1279
,School Board Member,DONALD A BOKHART,Non Partisan,"Wawasee 1, Wawasee 2, Wawasee 3",5612
,School Board Member,Donald J. Dulaney,Non Partisan,MICHIGAN CITY AREA SCHOOLS,3153
,School Board Member,Donna Fidler,Non Partisan,Cloverdale,1957
,School Board Member,DONNA IVEY,Non Partisan,East Chicago,2027
,School Board Member,Dorothy (Dottie) Fuentes,Non Partisan,"GARRETT,  KEYSER,  BUTLER",1537
,School Board Member,DOUG CHAFFEE,Non Partisan,PENN-HARRIS-MADISON,8091
,School Board Member,Doug Copley,Non Partisan,SOUTHWEST ALLEN,16047
,School Board Member,Doug K Weaver,Non Partisan,ECS C,4199
,School Board Member,Douglas C Davies,Non Partisan,BROWNSBURG COMM SCHOOLS,2355
,School Board Member,Douglas M Gardner,Non Partisan,UNION COUNTY / COLLEGE CORNER JOINT SCHOOL DISTRICT,1215
,School Board Member,Douglas Schultz,Non Partisan,"AC SCHOOL BOARD SEAT 1, AC SCHOOL BOARD SEAT 2, AC SCHOOL BOARD SEAT 3, AC SCHOOL BOARD SEAT 4, AC SCHOOL BOARD SEAT 5, AC SCHOOL BOARD SEAT 6",3
,School Board Member,Drew  Ewing,Non Partisan,UNION COUNTY / COLLEGE CORNER JOINT SCHOOL DISTRICT,2735
,School Board Member,Drexel Turpin,Non Partisan,SHOALS,1257
,School Board Member,Duane R Harrison,Non Partisan,FRANKLIN COUNTY SCHOOL DISTRICT,659
,School Board Member,Dustin Bryan Barkdull,Non Partisan,Decatur County,2209
,School Board Member,Dustin D Mcintosh,Non Partisan,Scott County Schools 2,2614
,School Board Member,Dustin Farris,Non Partisan,SPRINGS VALLEY SCHOOL CORPORATION,1528
,School Board Member,Dustin L. Ford,Non Partisan,MT PLEASANT,2753
,School Board Member,Dustin M O'Hara,Non Partisan,North Knox Schools,26
,School Board Member,Dustin N Bentz,Non Partisan,MADISON,5576
,School Board Member,Dustin T Munson,Non Partisan,3,1324
,School Board Member,Dwight Dunbar,Non Partisan,Mitchell Community Schools,1957
,School Board Member,Earl L Taggart,Non Partisan,Jennings,6888
,School Board Member,Ebony Monique Barrett,Non Partisan,Lafayette School Corporation,6729
,School Board Member,Ed Gilliland,Non Partisan,LAPORTE COMMUNITY SCHOOL CORPORATION,6248
,School Board Member,Ed Harvey,Non Partisan,NINEVEH HENSLEY JACKSON,2119
,School Board Member,Edward (Ted)  Amberger,Non Partisan,MILAN,2027
,School Board Member,Edward J Small Jr.,Non Partisan,SHELBYVILLE CENTRAL SCHOOLS,1777
,School Board Member,Edward Joseph (Joe) Kimmel Jr.,Non Partisan,PAOLI SCHOOL CORPORATION,2375
,School Board Member,Elise Pratt,Non Partisan,North Central Parke Community School Corporation,2665
,School Board Member,Elizabeth A Galligan,Non Partisan,Floyd,26883
,School Board Member,Elizabeth B Lecher Hochst,Non Partisan,Decatur County,2916
,School Board Member,Elizabeth Dickison,Non Partisan,Clay Community,564
,School Board Member,Elizabeth Fouch,Non Partisan,"JACKSON, WHITE RIVER",1852
,School Board Member,Emerson Poort,Non Partisan,Warsaw 4,506
,School Board Member,Emilee Nina Fleece,Non Partisan,NORTH WEST HENDRICKS SCHOOLS,3876
,School Board Member,EMILY CONNER,Non Partisan,Griffith,3939
,School Board Member,Emily Putt,Non Partisan,SMITH-GREEN,2355
,School Board Member,Emily R. Hartman,Non Partisan,Perry Township Schools,16975
,School Board Member,Eric D. Young,Non Partisan,Lawrence Township Schools,12610
,School Board Member,Eric Hylton,Non Partisan,BROWNSBURG COMM SCHOOLS,5790
,School Board Member,Eric Ivory,Non Partisan,ELKHART COMMUNITY SCHOOL,10509
,School Board Member,Eric Nyberg,Non Partisan,SHERIDAN,858
,School Board Member,Eric Sommers,Non Partisan,"NA SCHOOL BOARD DIST 1, NA SCHOOL BOARD DIST 2",1949
,School Board Member,Eric W Allmon,Non Partisan,"NA SCHOOL BOARD DIST 1, NA SCHOOL BOARD DIST 2",2541
,School Board Member,Eric W. Harper,Non Partisan,SOUTH GIBSON,4801
,School Board Member,Erica A Back,Non Partisan,1,676
,School Board Member,Erica Jamison,Non Partisan,"NORTHWEST ALLEN 1, NORTHWEST ALLEN 2, NORTHWEST ALLEN 3",11268
,School Board Member,Erin Beth Cooperman,Non Partisan,Monroe County Comm School Corp,23720
,School Board Member,Erin Moore,Non Partisan,Clay Community,731
,School Board Member,Estella Vandeventer,Non Partisan,Decatur Township Schools,4811
,School Board Member,Ethan Jones,Non Partisan,SHOALS,1346
,School Board Member,Evan D Eikenberry,Non Partisan,Howard,2555
,School Board Member,EVANGELINE L STANFORD,Non Partisan,Hammond,5941
,School Board Member,Fayla Nanz,Non Partisan,LAWRENCEBURG COMM.,3552
,School Board Member,FAYTHE GlLL,Non Partisan,CARR SCHOOL CORP,320
,School Board Member,FRANCISCO (FRANK) PORRAS,Non Partisan,Hobart,4797
,School Board Member,Frank Zussman,Non Partisan,TRI-COUNTY,991
,School Board Member,FRANKLIN DESSUIT,Non Partisan,E PORTER,3149
,School Board Member,Fred L Orr ,Non Partisan,MCS,2511
,School Board Member,Gabe Delgado,Non Partisan,"MA District 1, MA District 2, MA District 3",5523
,School Board Member,GABREL (GABE) A KEMPF ,Non Partisan,SOUTH BEND,8011
,School Board Member,Gabrielle Seger,Non Partisan,Pike County School Corp,2223
,School Board Member,Gary (Skip) Willis ,Non Partisan,Pike County School Corp,2379
,School Board Member,GARY A FOX,Non Partisan,PENN-HARRIS-MADISON,14425
,School Board Member,Gary P Mueller,Non Partisan,Lafayette School Corporation,4931
,School Board Member,Gary Rooker,Non Partisan,HARRISON,619
,School Board Member,Gayle Cosby,Non Partisan,IPS 2,7859
,School Board Member,Gene Ann Shapinsky Shawler,Non Partisan,Scott County Schools 2,2594
,School Board Member,Gene H. Ferris,Non Partisan,Liberty Perry Community School District,301
,School Board Member,GEORGE L JONES,Non Partisan,SOUTH BEND,11068
,School Board Member,George Lyle,Non Partisan,West Lafayette School Corporation,2926
,School Board Member,Georgia M. Tenney,Non Partisan,WHITKO COMMUNITY SCHOOL CORPORATION,2046
,School Board Member,Gerald W Leonard,Non Partisan,CHARLES A BEARD SCHOOL,2293
,School Board Member,Geraldine (Gerrie) Grott,Non Partisan,SOUTH CENTRAL COMMUNITY SCHOOL CORPORATION,1514
,School Board Member,Gloria Williams,Non Partisan,Warren Township Schools,11275
,School Board Member,Gordon S Hayward,Non Partisan,BROWNSBURG COMM SCHOOLS,13591
,School Board Member,Grace Scharlach ,Non Partisan,"GARRETT,  KEYSER,  BUTLER",1246
,School Board Member,Graham T Richardson,Non Partisan,CHARLES A BEARD SCHOOL,2638
,School Board Member,Greg Bevington,Non Partisan,MACONAQUAH,1808
,School Board Member,Greg Eckerle,Non Partisan,GREATER JASPER CONSOLIDATED,7125
,School Board Member,Greg Granger,Non Partisan,FRANKTON - LAPEL COMMUNITY SCHOOL,3026
,School Board Member,Greg Kiser,Non Partisan,EASTERN PULASKI,1523
,School Board Member,Greg Lannan,Non Partisan,HAMILTON SOUTHEASTERN,21618
,School Board Member,Gregg A Burris,Non Partisan,FRANKLIN COUNTY SCHOOL DISTRICT,708
,School Board Member,Greggory P Vanover  ,Non Partisan,Southern Wells,1391
,School Board Member,Gregory A Stephens,Non Partisan,Western,3548
,School Board Member,Gregory Allen (Greg) Hole,Non Partisan,"WBCCS Clinton, WBCCS Harrison, WBCCS Jackson, WBCCS Jefferson, WBCCS Sugar Creek, WBCCS Washington",2253
,School Board Member,Gretchen S. Pennington,Non Partisan,"JACKSON, WHITE RIVER",5345
,School Board Member,H BARNEY GUZMAN,Non Partisan,River Forest,1079
,School Board Member,Hasaan Rashid,Non Partisan,IPS 2,6649
,School Board Member,Heather A Lawson,Non Partisan,NORTH PUTNAM COM SCH,3080
,School Board Member,Heather Culler,Non Partisan,Prairie Heights,3097
,School Board Member,Heather Filbrun,Non Partisan,FRANKTON - LAPEL COMMUNITY SCHOOL,4877
,School Board Member,Heather M Hudson,Non Partisan,Eastern Greene School District,1904
,School Board Member,Heather Staggs,Non Partisan,MSD Martinsville,6477
,School Board Member,Hillary J Close,Non Partisan,GREENFIELD CENTRAL,9506
,School Board Member,Holli Schoen,Non Partisan,BENTON COMMUNITY SCHOOL CORPORATION,3952
,School Board Member,Holly Renz,Non Partisan,Madison,11675
,School Board Member,Holly Webb,Non Partisan,Eminence Community School Corp,946
,School Board Member,Howard A. Dorsey Jr.,Non Partisan,Warren Township Schools,9091
,School Board Member,INGRID SCHWARZ WOLF,Non Partisan,Munster,6486
,School Board Member,Isaac R Thornburg,Non Partisan,RANDOLPH EAST,888
,School Board Member,Isaac Witmer,Non Partisan,DEKALB EASTERN,783
,School Board Member,J.D. Uebler,Non Partisan,Culver Community School Corp,1957
,School Board Member,Jaci L Hadsell,Non Partisan,NEW CASTLE COMM SCHOOL,5414
,School Board Member,Jack Elliott,Non Partisan,Monroe-Gregg School,2258
,School Board Member,Jackie Allison,Non Partisan,MICHIGAN CITY AREA SCHOOLS,4259
,School Board Member,Jacob E Tanner,Non Partisan,WEST CENTRAL,1426
,School Board Member,Jacob M. Case,Non Partisan,Delaware Community School District,4798
,School Board Member,Jacob Wade,Non Partisan,SOUTH CENTRAL COMMUNITY SCHOOL CORPORATION,1529
,School Board Member,Jacque Deckard,Non Partisan,MSD Martinsville,7575
,School Board Member,JACQUELINE L. STEELE,Non Partisan,Southwest Schools,1713
,School Board Member,Jake Burton,Non Partisan,"Tippecanoe School Corporation District 1, Tippecanoe School Corporation District 2, Tippecanoe School Corporation District 3, Tippecanoe School Corporation District 4, Tippecanoe School Corporation District 5, Tippecanoe School Corporation District 6",24279
,School Board Member,Jama Goodman,Non Partisan,NORTH HARRISON,1359
,School Board Member,James (Andre) Heal,Non Partisan,Greater Clark County Schools,3347
,School Board Member,James (Beau) Scott,Non Partisan,West Lafayette School Corporation,2771
,School Board Member,James (Bud) McQuade,Non Partisan,"PRECINCT 01, PRECINCT 02, PRECINCT 03, PRECINCT 04, PRECINCT 05, PRECINCT 06, PRECINCT 07, PRECINCT 08, PRECINCT 09, PRECINCT 10, PRECINCT 11, PRECINCT 12, PRECINCT 13, PRECINCT 14, PRECINCT 15, PRECINCT 16, PRECINCT 17, PRECINCT 18, PRECINCT 19, PRE",3242
,School Board Member,JAMES (JIM) MITCHELL,Non Partisan,Knox,1575
,School Board Member,James (Jim) Post,Non Partisan,Warrick,10284
,School Board Member,James Allen Brooks Jr.,Non Partisan,MONROE,1169
,School Board Member,James D. (Jamie) Graf,Non Partisan,SUNMAN-DEARBORN COMM.,11690
,School Board Member,JAMES DAVID BURGOON ,Non Partisan,FREMONT SCHOOL DISTRICT,1776
,School Board Member,James E Gadberry,Non Partisan,Metropolitan School District of Shakamak,1515
,School Board Member,James H Hernandez (Jim),Non Partisan,Perry Township Schools,12213
,School Board Member,James J Jim White,Non Partisan,NORTH WHITE,1533
,School Board Member,James R Jackson Jr.,Non Partisan,EASTERN HANCOCK,2124
,School Board Member,"James R. Lawson, Jr.",Non Partisan,CANNELTON,0
,School Board Member,James Renbarger,Non Partisan,WHITLEY COUNTY,8040
,School Board Member,JAMES RYAN WALL,Non Partisan,Huntington,816
,School Board Member,James Stewart,Non Partisan,MICHIGAN CITY AREA SCHOOLS,12455
,School Board Member,James T Hass,Non Partisan,Lafayette School Corporation,3220
,School Board Member,Jamie D Staton,Non Partisan,Prairie Heights,2867
,School Board Member,Jamie D. Mosby,Non Partisan,EAST WASHINGTON,2544
,School Board Member,Jamie Kalb,Non Partisan,MT. VERNON,3526
,School Board Member,Janet Blackburn,Non Partisan,ROSSVILLE,454
,School Board Member,JANET STOERMER,Non Partisan,SOUTH SPENCER COUNTY SCHOOL CORPORATION,2022
,School Board Member,JANICE MALCHOW,Non Partisan,Lake Central,11999
,School Board Member,JARED EGGER,Non Partisan,JOHN GLENN SCH CORP,2649
,School Board Member,Jared L Hoesel,Non Partisan,FRANKLIN COMM SCHOOL CORP,2563
,School Board Member,Jared M Glaub,Non Partisan,3,954
,School Board Member,Jared M McQueen,Non Partisan,Union-North United School Corp,1609
,School Board Member,Jared M Smith,Non Partisan,NORTH DAVIESS,1017
,School Board Member,Jarrett Richards,Non Partisan,"MI District 1, MI District 2, MI District 3",1610
,School Board Member,Jarrod Ellis,Non Partisan,PERU,2075
,School Board Member,JARROD L. BARRETT,Non Partisan,Northeast Schools,536
,School Board Member,JASON A JAQUES,Non Partisan,Griffith,3297
,School Board Member,Jason A. Lingenfelter,Non Partisan,TWIN LAKES,5161
,School Board Member,Jason Bannon,Non Partisan,S. MONTGOMERY SCHOOL CORP,2527
,School Board Member,Jason C Ellermann,Non Partisan,South Knox Schools,2185
,School Board Member,Jason Cockerill,Non Partisan,SALEM COMM SCHOOLS,1765
,School Board Member,Jason Gerber,Non Partisan,ADAMS CENTRAL,1882
,School Board Member,Jason Kilmer,Non Partisan,TRI-COUNTY,1508
,School Board Member,Jason M Brooks,Non Partisan,MT PLEASANT,3004
,School Board Member,Jason M Chesnut,Non Partisan,White River Valley School Corp.,184
,School Board Member,Jay Gayheart,Non Partisan,JAC-CEN-DEL,750
,School Board Member,Jay S Harris,Non Partisan,RANDOLPH CENTER,3027
,School Board Member,Jaycen Abell,Non Partisan,LANESVILLE SCHOOL CORP,913
,School Board Member,JEANETTE MCCULLOUGH,Non Partisan,SOUTH BEND,21114
,School Board Member,Jeffery (Jeff) Johnson,Non Partisan,DEKALB CENTRAL,4210
,School Board Member,Jeffrey (Jeff) Edwards,Non Partisan,Rush,4890
,School Board Member,JEFFREY DALE MAJEWSKI,Non Partisan,Hanover,3953
,School Board Member,JEFFREY SLATON,Non Partisan,Rush,2097
,School Board Member,Jenise  Bohbrink,Non Partisan,Brown,3894
,School Board Member,Jenni Risch,Non Partisan,WESTERN WAYNE SCHOOLS,1328
,School Board Member,Jennifer A Bowles,Non Partisan,Rush,2225
,School Board Member,Jennifer Briggs Mann,Non Partisan,FRANKLIN COMM SCHOOL CORP,4751
,School Board Member,Jennifer Chase,Non Partisan,SWITZERLAND CO. SCHOOL CORP.,2134
,School Board Member,Jennifer Humrichous,Non Partisan,TIPTON COMMUNITY,3546
,School Board Member,Jennifer Karn Clodfelter,Non Partisan,Clay Community,1147
,School Board Member,Jennifer L (Jenny) Blackburn,Non Partisan,EAST ALLEN,16777
,School Board Member,Jennifer M Hurford,Non Partisan,Argos Community Schools,1208
,School Board Member,Jennifer Matthias,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",14417
,School Board Member,JENNIFER MCCAMMON PINKSTON,Non Partisan,Northeast Schools,1275
